SEPL,Semipalmated Plover,Charadrius semipalmatus,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
TRHE,Tricolored Heron,Egretta tricolor,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
SNEG,Snowy Egret,Egretta thula,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
CAEG,Cattle Egret,Bubulcus ibis,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
CONI,Common Nighthawk,Chordeiles minor,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
CWWI,Chuck-will's-widow,Antrostomus carolinensis,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
EAME,Eastern Meadowlark,Sturnella magna,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
MODO,Mourning Dove,Zenaida macroura,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
LETE,Least Tern,Sternula antillarum,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
GBTE,Gull-billed Tern,Gelochelidon nilotica,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
GREG,Great Egret,Ardea alba,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
NOMO,Northern Mockingbird,Mimus polyglottos,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
LBHE,Little Blue Heron,Egretta caerulea,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
BCNH,Black-crowned Night-Heron,Nycticorax nycticorax,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
BNST,Black-necked Stilt,Himantopus mexicanus,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
GRYE,Greater Yellowlegs,Tringa melanoleuca,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
RBME,Red-breasted Merganser,Mergus serrator,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
LEYE,Lesser Yellowlegs,Tringa flavipes,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
PESA,Pectoral Sandpiper,Calidris melanotos,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
LBDO,Long-billed Dowitcher,Limnodromus scolopaceus,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
BRPE,Brown Pelican,Pelecanus occidentalis,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
NOCA,Northern Cardinal,Cardinalis cardinalis,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
RWBL,Red-winged Blackbird,Agelaius phoeniceus,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
WILL,Willet,Tringa semipalmata,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
WHIM,Whimbrel,Numenius phaeopus,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
KILL,Killdeer,Charadrius vociferus,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
WHIB,White Ibis,Eudocimus albus,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
GLIB,Glossy Ibis,Plegadis falcinellus,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
LAGU,Laughing Gull,Leucophaeus atricilla,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
RBGU,Ring-billed Gull,Larus delawarensis,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
SBDO,Short-billed Dowitcher,Limnodromus griseus,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
OSPR,Osprey,Pandion haliaetus,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
BARS,Barn Swallow,Hirundo rustica,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
NRWS,Northern Rough-winged Swallow,Stelgidopteryx serripennis,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
MAGO,Marbled Godwit,Limosa fedoa,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
FICR,Fish Crow,Corvus ossifragus,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
HERG,Herring Gull,Larus argentatus,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
CACH,Carolina Chickadee,Poecile carolinensis,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
COLO,Common Loon,Gavia immer,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
GRHE,Green Heron,Butorides virescens,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
YBCU,Yellow-billed Cuckoo,Coccyzus americanus,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
CLRA,Clapper Rail,Rallus crepitans,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
WISP,Wilson's Storm-Petrel,Oceanites oceanicus,,7/1/85,USA,NC,Carteret,Shackleford Banks,,,,,,,
AMRO,American Robin,Turdus migratorius,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
EUST,European Starling,Sturnus vulgaris,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
COGR,Common Grackle,Quiscalus quiscula,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
NOCA,Northern Cardinal,Cardinalis cardinalis,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
BCCH,Black-capped Chickadee,Poecile atricapillus,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
PUFI,Purple Finch,Haemorhous purpureus,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
COYE,Common Yellowthroat,Geothlypis trichas,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
YWAR,Yellow Warbler,Setophaga petechia,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
RWBL,Red-winged Blackbird,Agelaius phoeniceus,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
GRCA,Gray Catbird,Dumetella carolinensis,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
PUMA,Purple Martin,Progne subis,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
TRES,Tree Swallow,Tachycineta bicolor,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
CAGO,Canada Goose,Branta canadensis,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
SOSP,Song Sparrow,Melospiza melodia,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
HOWR,House Wren,Troglodytes aedon,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
AMGO,American Goldfinch,Spinus tristis,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
BHCO,Brown-headed Cowbird,Molothrus ater,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
CEDW,Cedar Waxwing,Bombycilla cedrorum,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
SWSP,Swamp Sparrow,Melospiza georgiana,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
WODU,Wood Duck,Aix sponsa,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
BLJA,Blue Jay,Cyanocitta cristata,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
TUTI,Tufted Titmouse,Baeolophus bicolor,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
RBGR,Rose-breasted Grosbeak,Pheucticus ludovicianus,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
WOTH,Wood Thrush,Hylocichla mustelina,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
RBWO,Red-bellied Woodpecker,Melanerpes carolinus,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
BAOR,Baltimore Oriole,Icterus galbula,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
DOWO,Downy Woodpecker,Dryobates pubescens,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
OVEN,Ovenbird,Seiurus aurocapilla,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
WEVI,White-eyed Vireo,Vireo griseus,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
EATO,Eastern Towhee,Pipilo erythrophthalmus,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
AMRE,American Redstart,Setophaga ruticilla,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
BWWA,Blue-winged Warbler,Vermivora cyanoptera,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
HOWA,Hooded Warbler,Setophaga citrina,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
BARS,Barn Swallow,Hirundo rustica,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
EAKI,Eastern Kingbird,Tyrannus tyrannus,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
INBU,Indigo Bunting,Passerina cyanea,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
NOWA,Northern Waterthrush,Parkesia noveboracensis,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
BGGN,Blue-gray Gnatcatcher,Polioptila caerulea,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
BLPW,Blackpoll Warbler,Setophaga striata,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
WAVI,Warbling Vireo,Vireo gilvus,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
REVI,Red-eyed Vireo,Vireo olivaceus,,5/14/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
CAWA,Canada Warbler,Cardellina canadensis,,5/16/86,USA,NJ,Mercer,Princeton,Rosedale Park,,,,,,
GRHE,Green Heron,Butorides virescens,,5/16/86,USA,NJ,Mercer,Princeton,Rosedale Park,,,,,,
BAWW,Black-and-white Warbler,Mniotilta varia,,5/16/86,USA,NJ,Mercer,Princeton,Rosedale Park,,,,,,
VEER,Veery,Catharus fuscescens,,5/16/86,USA,NJ,Mercer,Princeton,Rosedale Park,,,,,,
WIWA,Wilson's Warbler,Cardellina pusilla,,5/16/86,USA,NJ,Mercer,Princeton,Rosedale Park,,,,,,
BLPW,Blackpoll Warbler,Setophaga striata,,5/16/86,USA,NJ,Mercer,Princeton,Rosedale Park,,,,,,
NOWA,Northern Waterthrush,Parkesia noveboracensis,,5/16/86,USA,NJ,Mercer,Princeton,Rosedale Park,,,,,,
EAPH,Eastern Phoebe,Sayornis phoebe,,5/16/86,USA,NJ,Mercer,Princeton,Rosedale Park,,,,,,
YRWA,Yellow-rumped Warbler,Setophaga coronata,,5/16/86,USA,NJ,Mercer,Princeton,Rosedale Park,,,,,,
CLRA,Clapper Rail,Rallus crepitans,,5/16/86,USA,NJ,,,Brigantine NWR,,,,,,
SESA,Semipalmated Sandpiper,Calidris pusilla,,5/16/86,USA,NJ,,,Brigantine NWR,,,,,,
SEPL,Semipalmated Plover,Charadrius semipalmatus,,5/16/86,USA,NJ,,,Brigantine NWR,,,,,,
GADW,Gadwall,Mareca strepera,,5/16/86,USA,NJ,,,Brigantine NWR,,,,,,
GRYE,Greater Yellowlegs,Tringa melanoleuca,,5/16/86,USA,NJ,,,Brigantine NWR,,,,,,
RUTU,Ruddy Turnstone,Arenaria interpres,,5/16/86,USA,NJ,,,Brigantine NWR,,,,,,
BLSK,Black Skimmer,Rynchops niger,,5/16/86,USA,NJ,,,Brigantine NWR,,,,,,
LEYE,Lesser Yellowlegs,Tringa flavipes,,5/16/86,USA,NJ,,,Brigantine NWR,,,,,,
WRSA,White-rumped Sandpiper,Calidris fuscicollis,,5/16/86,USA,NJ,,,Brigantine NWR,,,,,,
BCNH,Black-crowned Night-Heron,Nycticorax nycticorax,,5/16/86,USA,NJ,,,Brigantine NWR,,,,,,
GBTE,Gull-billed Tern,Gelochelidon nilotica,,5/16/86,USA,NJ,,,Brigantine NWR,,,,,,
REKN,Red Knot,Calidris canutus,,5/16/86,USA,NJ,,,Brigantine NWR,,,,,,
CHSP,Chipping Sparrow,Spizella passerina,,5/16/86,USA,NJ,,,Brigantine NWR,,,,,,
GLIB,Glossy Ibis,Plegadis falcinellus,,5/16/86,USA,NJ,,,Brigantine NWR,,,,,,
BRAN,Brant,Branta bernicla,,5/16/86,USA,NJ,,,Brigantine NWR,,,,,,
RUDU,Ruddy Duck,Oxyura jamaicensis,,5/16/86,USA,NJ,,,Brigantine NWR,,,,,,
NOBO,Northern Bobwhite,Colinus virginianus,,5/16/86,USA,NJ,,,Brigantine NWR,,,,,,
CARW,Carolina Wren,Thryothorus ludovicianus,,5/16/86,USA,NJ,,,Brigantine NWR,,,,,,
SWTH,Swainson's Thrush,Catharus ustulatus,,5/24/86,USA,NJ,,,"Bull’s Island, Delaware River",,,,,,
ALFL,Alder Flycatcher,Empidonax alnorum,,5/24/86,USA,NJ,,,"Bull’s Island, Delaware River",,,,,,
NOPA,Northern Parula,Setophaga americana,,5/24/86,USA,NJ,,,"Bull’s Island, Delaware River",,,,,,
YWAR,Yellow Warbler,Setophaga petechia,,5/24/86,USA,NJ,,,"Bull’s Island, Delaware River",,,,,,
TEWA,Tennessee Warbler,Leiothlypis peregrina,,5/27/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
AMRE,American Redstart,Setophaga ruticilla,,5/27/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
BWWA,Blue-winged Warbler,Vermivora cyanoptera,,5/27/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
BLPW,Blackpoll Warbler,Setophaga striata,,5/27/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
KEWA,Kentucky Warbler,Geothlypis formosa,,5/27/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
CAWA,Canada Warbler,Cardellina canadensis,,5/27/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
COYE,Common Yellowthroat,Geothlypis trichas,,5/27/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
EAWP,Eastern Wood-Pewee,Contopus virens,,5/27/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
OVEN,Ovenbird,Seiurus aurocapilla,,5/27/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
MAWA,Magnolia Warbler,Setophaga magnolia,,5/27/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
BAWW,Black-and-white Warbler,Mniotilta varia,,5/27/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
MODO,Mourning Dove,Zenaida macroura,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
DOWO,Downy Woodpecker,Dryobates pubescens,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
COGR,Common Grackle,Quiscalus quiscula,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
CAGO,Canada Goose,Branta canadensis,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
HOSP,House Sparrow,Passer domesticus,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
RWBL,Red-winged Blackbird,Agelaius phoeniceus,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
AMRO,American Robin,Turdus migratorius,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
HAWO,Hairy Woodpecker,Dryobates villosus,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
NOFL,Northern Flicker,Colaptes auratus,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
EAKI,Eastern Kingbird,Tyrannus tyrannus,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
AMRE,American Redstart,Setophaga ruticilla,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
COYE,Common Yellowthroat,Geothlypis trichas,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
CACH,Carolina Chickadee,Poecile carolinensis,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
GRCA,Gray Catbird,Dumetella carolinensis,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
RINP,Ring-necked Pheasant,Phasianus colchicus,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
TUTI,Tufted Titmouse,Baeolophus bicolor,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
NOCA,Northern Cardinal,Cardinalis cardinalis,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
AMGO,American Goldfinch,Spinus tristis,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
HOFI,House Finch,Haemorhous mexicanus,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
YWAR,Yellow Warbler,Setophaga petechia,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
RODO,Rock Pigeon,Columba livia,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
BLJA,Blue Jay,Cyanocitta cristata,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
BLPW,Blackpoll Warbler,Setophaga striata,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
EUST,European Starling,Sturnus vulgaris,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
CHSW,Chimney Swift,Chaetura pelagica,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
NOMO,Northern Mockingbird,Mimus polyglottos,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
SOSP,Song Sparrow,Melospiza melodia,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
TRES,Tree Swallow,Tachycineta bicolor,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
SWSP,Swamp Sparrow,Melospiza georgiana,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
GTBH,Great Blue Heron,Ardea herodias,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
BHCO,Brown-headed Cowbird,Molothrus ater,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
INBU,Indigo Bunting,Passerina cyanea,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
FISP,Field Sparrow,Spizella pusilla,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
AMCR,American Crow,Corvus brachyrhynchos,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
BAOR,Baltimore Oriole,Icterus galbula,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
NOBO,Northern Bobwhite,Colinus virginianus,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
YBCU,Yellow-billed Cuckoo,Coccyzus americanus,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
TUVU,Turkey Vulture,Cathartes aura,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
RTHA,Red-tailed Hawk,Buteo jamaicensis,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
GRSP,Grasshopper Sparrow,Ammodramus savannarum,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
OSPR,Osprey,Pandion haliaetus,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
RTHU,Ruby-throated Hummingbird,Archilochus colubris,,5/30/86,USA,NJ,Mercer,Trenton,Trenton Marsh,,,,,,
YBCH,Yellow-breasted Chat,Icteria virens,,5/30/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
MALL,Mallard,Anas platyrhynchos,,5/30/86,USA,NJ,Mercer,Princeton,Institute Woods,,,,,,
AMKE,American Kestrel,Falco sparverius,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
SNEG,Snowy Egret,Egretta thula,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
TUVU,Turkey Vulture,Cathartes aura,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
PUMA,Purple Martin,Progne subis,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
LAGU,Laughing Gull,Leucophaeus atricilla,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
TRES,Tree Swallow,Tachycineta bicolor,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
GREG,Great Egret,Ardea alba,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
BBPL,Black-bellied Plover,Pluvialis squatarola,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
WILL,Willet,Tringa semipalmata,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
DUNL,Dunlin,Calidris alpina,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
SBDO,Short-billed Dowitcher,Limnodromus griseus,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
WESA,Western Sandpiper,Calidris mauri,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
GBBG,Great Black-backed Gull,Larus marinus,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
SAND,Sanderling,Calidris alba,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
LBDO,Long-billed Dowitcher,Limnodromus scolopaceus,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
CAEG,Cattle Egret,Bubulcus ibis,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
LESA,Least Sandpiper,Calidris minutilla,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
FOTE,Forster's Tern,Sterna forsteri,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
PEFA,Peregrine Falcon,Falco peregrinus,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
DCCO,Double-crested Cormorant,Phalacrocorax auritus,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
NRWS,Northern Rough-winged Swallow,Stelgidopteryx serripennis,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
ABDU,American Black Duck,Anas rubripes,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
TRES,Tree Swallow,Tachycineta bicolor,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
HERG,Herring Gull,Larus argentatus,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
RBGU,Ring-billed Gull,Larus delawarensis,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
WHIM,Whimbrel,Numenius phaeopus,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
TRHE,Tricolored Heron,Egretta tricolor,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
SPSA,Spotted Sandpiper,Actitis macularius,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
AMOY,American Oystercatcher,Haematopus palliatus,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
LBHE,Little Blue Heron,Egretta caerulea,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
OSPR,Osprey,Pandion haliaetus,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
LETE,Least Tern,Sternula antillarum,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
GBTE,Gull-billed Tern,Gelochelidon nilotica,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
MAWR,Marsh Wren,Cistothorus palustris,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
EAKI,Eastern Kingbird,Tyrannus tyrannus,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
RBME,Red-breasted Merganser,Mergus serrator,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
AMGO,American Goldfinch,Spinus tristis,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
AMRE,American Redstart,Setophaga ruticilla,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
COYE,Common Yellowthroat,Geothlypis trichas,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
PIPL,Piping Plover,Charadrius melodus,,5/30/86,USA,NJ,,Cape May,,,,,,,
MUSW,Mute Swan,Cygnus olor,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
YCNH,Yellow-crowned Night-Heron,Nyctanassa violacea,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
CLRA,Clapper Rail,Rallus crepitans,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
GCFL,Great Crested Flycatcher,Myiarchus crinitus,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
BLBW,Blackburnian Warbler,Setophaga fusca,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
MAWA,Magnolia Warbler,Setophaga magnolia,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
BBCU,Black-billed Cuckoo,Coccyzus erythropthalmus,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
BLSK,Black Skimmer,Rynchops niger,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
NOHA,Northern Harrier,Circus hudsonius,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
GBTE,Gull-billed Tern,Gelochelidon nilotica,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
EAME,Eastern Meadowlark,Sturnella magna,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
FICR,Fish Crow,Corvus ossifragus,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
CAWA,Canada Warbler,Cardellina canadensis,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
RTHU,Ruby-throated Hummingbird,Archilochus colubris,,5/30/86,USA,NJ,,,Brigantine NWR,,,,,,
PRAW,Prairie Warbler,Setophaga discolor,,6/1/86,USA,NJ,,Cape May,,,,,,,
YBCH,Yellow-breasted Chat,Icteria virens,,6/1/86,USA,NJ,,Cape May,,,,,,,
BRTH,Brown Thrasher,Toxostoma rufum,,6/1/86,USA,NJ,,Cape May,,,,,,,
CEDW,Cedar Waxwing,Bombycilla cedrorum,,6/1/86,USA,NJ,,Cape May,,,,,,,
BLGR,Blue Grosbeak,Passerina caerulea,,6/1/86,USA,NJ,,Cape May,,,,,,,
COEI,Common Eider,Somateria mollissima,,7/12/86,USA,ME,,,Squirrel Island,,,,,,
RCKI,Ruby-crowned Kinglet,Regulus calendula,,7/12/86,USA,ME,,,Squirrel Island,,,,,,
BLGU,Black Guillemot,Cepphus grylle,,7/12/86,USA,ME,,,Squirrel Island,,,,,,
TEWA,Tennessee Warbler,Leiothlypis peregrina,,7/12/86,USA,ME,,,Squirrel Island,,,,,,
BAWW,Black-and-white Warbler,Mniotilta varia,,7/12/86,USA,ME,,,Squirrel Island,,,,,,
YWAR,Yellow Warbler,Setophaga petechia,,7/12/86,USA,ME,,,Squirrel Island,,,,,,
AMRE,American Redstart,Setophaga ruticilla,,7/12/86,USA,ME,,,Squirrel Island,,,,,,
SOSP,Song Sparrow,Melospiza melodia,,7/12/86,USA,ME,,,Squirrel Island,,,,,,
AMRO,American Robin,Turdus migratorius,,7/12/86,USA,ME,,,Squirrel Island,,,,,,
COYE,Common Yellowthroat,Geothlypis trichas,,7/12/86,USA,ME,,,Squirrel Island,,,,,,
AMGO,American Goldfinch,Spinus tristis,,7/12/86,USA,ME,,,Squirrel Island,,,,,,
PUFI,Purple Finch,Haemorhous purpureus,,7/12/86,USA,ME,,,Squirrel Island,,,,,,
